"# repeats per cell: 2000 for |T|=11, 300 for |T|=13, 100 for |T|=15; every question answered `No' independently with probability p"
strategy,strategy_code,|T|,p,1-p,minedKeys_min,minedKeys_max,minedKeys_avg,minedKeySize_min,minedKeySize_max,minedKeySize_avg,minKeys_min,minKeys_max,minKeys_avg,minKeySize_min,minKeySize_max,minKeySize_avg,keyQuestions_min,keyQuestions_max,keyQuestions_avg,questions_min,questions_max,questions_avg,keyRatio_min,keyRatio_max,keyRatio_avg,rounds_min,rounds_max,rounds_avg,ms_min,ms_max,ms_avg
LW-BB,bottomup bfs,11,1.0,1.1102230246251565E-16,1,1,1.0,0,0,0.0,1,1,1.0,0,0,0.0,1,1,1.0,1,1,1.0,1.0,1.0,1.0,1,1,1.0,0,1,0.001
LW-BB,bottomup bfs,13,0.0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,8192,8192,8192.0,0.0,0.0,0.0,14,14,14.0,4842,6072,5372.5333
LW-BB,bottomup bfs,13,0.1,0.9,1,86,41.9567,0,337,144.09,1,86,41.9567,0,337,144.09,1,86,41.9567,1,958,420.7233,0.06748466257668712,1.0,0.1895,1,7,6.1133,0,95,21.3733
LW-BB,bottomup bfs,13,0.2,0.8,1,71,26.2133,0,229,71.8033,1,71,26.2133,0,229,71.8033,1,71,26.2133,1,419,133.2367,0.13227513227513227,1.0,0.399,1,6,4.42,0,20,2.5633
LW-BB,bottomup bfs,13,0.3,0.7,1,65,20.78,0,190,48.66,1,65,20.78,0,190,48.66,1,65,20.78,1,242,69.45,0.17708333333333334,1.0,0.4891,1,6,3.86,0,7,0.7033
LW-BB,bottomup bfs,13,0.4,0.6,1,50,13.2367,0,129,25.8667,1,50,13.2367,0,129,25.8667,1,50,13.2367,1,145,33.3767,0.25252525252525254,1.0,0.6473,1,5,2.93,0,9,0.23
LW-BB,bottomup bfs,13,0.5,0.5,1,46,10.17,0,110,17.3133,1,46,10.17,0,110,17.3133,1,46,10.17,1,100,20.1133,0.34545454545454546,1.0,0.7545,1,5,2.4433,0,2,0.1
LW-BB,bottomup bfs,13,0.6,0.4,1,30,6.7767,0,69,9.5367,1,30,6.7767,0,69,9.5367,1,30,6.7767,1,73,11.2233,0.38235294117647056,1.0,0.8453,1,4,1.9667,0,7,0.05
LW-BB,bottomup bfs,13,0.7,0.30000000000000004,1,31,5.63,0,60,7.01,1,31,5.63,0,60,7.01,1,31,5.63,1,53,8.1567,0.5,1.0,0.8951,1,4,1.68,0,0,0.0
LW-BB,bottomup bfs,13,0.8,0.20000000000000007,1,21,3.2233,0,36,2.8533,1,21,3.2233,0,36,2.8533,1,21,3.2233,1,35,3.99,0.5555555555555556,1.0,0.9576,1,4,1.3233,0,0,0.0
LW-BB,bottomup bfs,13,0.9,0.10000000000000009,1,13,2.28,0,16,1.46,1,13,2.28,0,16,1.46,1,13,2.28,1,17,2.5433,0.7333333333333333,1.0,0.9823,1,3,1.1567,0,4,0.0167
LW-BB,bottomup bfs,13,1.0,1.1102230246251565E-16,1,1,1.0,0,0,0.0,1,1,1.0,0,0,0.0,1,1,1.0,1,1,1.0,1.0,1.0,1.0,1,1,1.0,0,0,0.0
LW-BB,bottomup bfs,15,0.0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,32768,32768,32768.0,0.0,0.0,0.0,16,16,16.0,87725,96907,93942.6
LW-BB,bottomup bfs,15,0.1,0.9,1,163,77.86,0,664,280.09,1,163,77.86,0,664,280.09,1,163,77.86,1,1829,775.97,0.07560975609756097,1.0,0.1379,1,8,6.66,0,390,77.76
LW-BB,bottomup bfs,15,0.2,0.8,1,105,46.68,0,324,133.62,1,105,46.68,0,324,133.62,1,105,46.68,1,541,234.31,0.13043478260869565,1.0,0.3009,1,6,5.18,0,28,7.13
LW-BB,bottomup bfs,15,0.3,0.7,1,90,26.9,0,261,64.81,1,90,26.9,0,261,64.81,1,90,26.9,1,316,90.95,0.23655913978494625,1.0,0.5236,1,6,3.72,0,13,1.24
LW-BB,bottomup bfs,15,0.4,0.6,1,78,19.65,0,202,41.04,1,78,19.65,0,202,41.04,1,78,19.65,1,198,49.37,0.30337078651685395,1.0,0.6262,1,5,3.19,0,13,0.62
LW-BB,bottomup bfs,15,0.5,0.5,1,42,10.55,0,92,17.94,1,42,10.55,0,92,17.94,1,42,10.55,1,93,20.26,0.40625,1.0,0.8017,1,4,2.2,0,13,0.15
LW-BB,bottomup bfs,15,0.6,0.4,1,39,8.27,0,76,11.85,1,39,8.27,0,76,11.85,1,39,8.27,1,65,13.26,0.4642857142857143,1.0,0.8511,1,4,1.97,0,4,0.04
LW-BB,bottomup bfs,15,0.7,0.30000000000000004,1,25,4.54,0,45,5.1,1,25,4.54,0,45,5.1,1,25,4.54,1,46,6.29,0.5434782608695652,1.0,0.9313,1,4,1.48,0,0,0.0
LW-BB,bottomup bfs,15,0.8,0.20000000000000007,1,17,2.96,0,23,2.49,1,17,2.96,0,23,2.49,1,17,2.96,1,22,3.55,0.6818181818181818,1.0,0.9702,1,3,1.26,0,0,0.0
LW-BB,bottomup bfs,15,0.9,0.10000000000000009,1,17,2.49,0,23,1.73,1,17,2.49,0,23,1.73,1,17,2.49,1,22,2.79,0.7647058823529411,1.0,0.9831,1,3,1.16,0,9,0.09
LW-BB,bottomup bfs,15,1.0,1.1102230246251565E-16,1,1,1.0,0,0,0.0,1,1,1.0,0,0,0.0,1,1,1.0,1,1,1.0,1.0,1.0,1.0,1,1,1.0,0,0,0.0
DA-TD,dualize topdown dfs,11,0.0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,1,1.0,0.0,0.0,0.0,1,1,1.0,0,32,0.034
DA-TD,dualize topdown dfs,11,0.1,0.9,0,8,0.28,0,78,2.837,0,4,0.15,0,40,1.478,0,8,0.28,1,41,2.7455,0.0,0.3157894736842105,0.0153,1,5,1.15,0,16,0.1235
DA-TD,dualize topdown dfs,11,0.2,0.8,0,20,1.071,0,174,10.136,0,9,0.4355,0,77,3.8715,0,20,1.071,1,64,5.418,0.0,0.5714285714285714,0.0445,1,10,1.4355,0,12,0.122
DA-TD,dualize topdown dfs,11,0.3,0.7,0,38,2.9405,0,304,26.0965,0,15,1.0565,0,122,8.571,0,38,2.9405,1,98,9.8595,0.0,0.7692307692307693,0.0927,1,16,2.0565,0,12,0.268
DA-TD,dualize topdown dfs,11,0.4,0.6,0,60,6.5255,0,448,54.02,0,23,2.147,0,166,15.7405,0,60,6.5255,1,142,16.35,0.0,0.7692307692307693,0.1529,1,24,3.147,0,105,0.6065
DA-TD,dualize topdown dfs,11,0.5,0.5,0,95,13.36,0,602,103.161,0,31,4.019,0,190,26.427,0,95,13.36,1,174,26.863,0.0,1.0,0.2469,1,32,5.019,0,43,0.8685
DA-TD,dualize topdown dfs,11,0.6,0.4,0,124,23.704,0,796,167.87,0,45,6.5055,0,235,37.145,0,124,23.704,1,197,39.435,0.0,1.0,0.3654,1,46,7.5055,0,91,2.2295
DA-TD,dualize topdown dfs,11,0.7,0.30000000000000004,0,157,33.129,0,962,214.8145,0,53,7.933,0,262,37.8565,0,157,33.129,1,230,47.3215,0.0,1.0,0.5006,1,54,8.933,0,202,2.4745
DA-TD,dualize topdown dfs,11,0.8,0.20000000000000007,0,140,38.4805,0,808,226.3935,0,40,7.7605,0,164,28.395,0,140,38.4805,1,176,48.016,0.0,1.0,0.6595,1,41,8.7605,0,52,1.591
DA-TD,dualize topdown dfs,11,0.9,0.10000000000000009,0,133,33.407,0,661,179.765,0,33,5.1635,0,108,11.8165,0,133,33.407,1,148,37.1195,0.0,1.0,0.8326,1,34,6.1635,0,18,0.3805
DA-TD,dualize topdown dfs,11,1.0,1.1102230246251565E-16,12,12,12.0,66,66,66.0,1,1,1.0,0,0,0.0,12,12,12.0,12,12,12.0,1.0,1.0,1.0,2,2,2.0,0,2,0.007
DA-TD,dualize topdown dfs,13,0.0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,1,1.0,0.0,0.0,0.0,1,1,1.0,0,0,0.0
DA-TD,dualize topdown dfs,13,0.1,0.9,0,8,0.3367,0,92,4.0033,0,3,0.1567,0,34,1.8067,0,8,0.3367,1,38,3.2,0.0,0.2413793103448276,0.0145,1,4,1.1567,0,1,0.0133
DA-TD,dualize topdown dfs,13,0.2,0.8,0,21,1.6167,0,228,18.1333,0,8,0.63,0,89,6.6633,0,21,1.6167,1,86,8.0433,0.0,0.3793103448275862,0.0476,1,9,1.63,0,2,0.0733
DA-TD,dualize topdown dfs,13,0.3,0.7,0,41,4.8333,0,411,50.6967,0,14,1.6667,0,138,16.06,0,41,4.8333,1,109,15.7233,0.0,0.4567901234567901,0.0991,1,15,2.6667,0,6,0.3333
DA-TD,dualize topdown dfs,13,0.4,0.6,0,129,9.99,0,1177,98.6733,0,44,3.2333,0,360,28.78,0,129,9.99,1,281,25.4767,0.0,0.5555555555555556,0.1483,1,45,4.2333,0,137,1.7767
DA-TD,dualize topdown dfs,13,0.5,0.5,0,163,23.22,0,1324,213.5833,0,57,7.0967,0,411,57.2833,0,163,23.22,1,325,46.94,0.0,0.7619047619047619,0.2462,1,58,8.0967,0,340,7.2833
DA-TD,dualize topdown dfs,13,0.6,0.4,0,216,48.91,0,1639,403.1433,0,69,13.6867,0,485,94.1933,0,216,48.91,1,349,80.7967,0.0,0.8666666666666667,0.3592,1,70,14.6867,0,987,32.0133
DA-TD,dualize topdown dfs,13,0.7,0.30000000000000004,0,313,67.52,0,2102,510.64,0,87,16.7567,0,527,98.1833,0,313,67.52,1,432,96.37,0.0,1.0,0.4825,1,88,17.7567,0,1234,44.8167
DA-TD,dualize topdown dfs,13,0.8,0.20000000000000007,0,286,83.0533,0,2005,557.7433,0,80,17.23,0,455,77.4633,0,286,83.0533,1,374,103.5833,0.0,1.0,0.6511,1,81,18.23,0,1571,27.5
DA-TD,dualize topdown dfs,13,0.9,0.10000000000000009,0,257,58.1733,0,1415,357.5267,0,59,8.81,0,204,25.2767,0,257,58.1733,1,298,64.5867,0.0,1.0,0.8386,1,60,9.81,0,525,4.8733
DA-TD,dualize topdown dfs,13,1.0,1.1102230246251565E-16,14,14,14.0,91,91,91.0,1,1,1.0,0,0,0.0,14,14,14.0,14,14,14.0,1.0,1.0,1.0,2,2,2.0,0,2,0.0067
DA-TD,dualize topdown dfs,15,0.0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,1,1.0,0.0,0.0,0.0,1,1,1.0,0,0,0.0
DA-TD,dualize topdown dfs,15,0.1,0.9,0,17,0.44,0,208,5.71,0,5,0.13,0,64,1.56,0,17,0.44,1,72,3.41,0.0,0.2361111111111111,0.0098,1,6,1.13,0,0,0.0
DA-TD,dualize topdown dfs,15,0.2,0.8,0,20,1.03,0,259,13.47,0,8,0.37,0,98,4.56,0,20,1.03,1,92,5.6,0.0,0.3018867924528302,0.0265,1,9,1.37,0,10,0.12
DA-TD,dualize topdown dfs,15,0.3,0.7,0,47,5.95,0,548,73.33,0,16,1.97,0,173,22.55,0,47,5.95,1,136,19.82,0.0,0.4186046511627907,0.1077,1,17,2.97,0,17,0.5
DA-TD,dualize topdown dfs,15,0.4,0.6,0,93,14.7,0,1057,170.21,0,35,4.83,0,381,51.35,0,93,14.7,1,247,36.79,0.0,0.5084745762711864,0.1467,1,36,5.83,0,121,5.5
DA-TD,dualize topdown dfs,15,0.5,0.5,0,275,38.98,0,2705,414.89,0,85,12.24,0,750,117.2,0,275,38.98,1,542,78.71,0.0,0.631578947368421,0.2345,1,86,13.24,0,1133,59.65
DA-TD,dualize topdown dfs,15,0.6,0.4,0,416,96.36,0,3525,924.14,0,135,28.84,0,1068,239.86,0,416,96.36,1,711,161.21,0.0,0.6842105263157895,0.3685,1,136,29.84,0,8537,563.11
DA-TD,dualize topdown dfs,15,0.7,0.30000000000000004,0,671,177.97,0,5381,1523.49,0,210,46.98,0,1403,327.74,0,671,177.97,1,942,254.94,0.0,1.0,0.5206,1,211,47.98,0,65988,1879.81
DA-TD,dualize topdown dfs,15,0.8,0.20000000000000007,0,539,150.43,0,3947,1163.13,0,129,31.92,0,671,176.89,0,539,150.43,1,643,189.35,0.0,1.0,0.615,1,130,32.92,0,7609,389.16
DA-TD,dualize topdown dfs,15,0.9,0.10000000000000009,0,350,112.4,0,2166,750.25,0,69,17.4,0,258,58.92,0,350,112.4,1,391,124.92,0.0,1.0,0.8164,1,70,18.4,0,529,32.1
DA-TD,dualize topdown dfs,15,1.0,1.1102230246251565E-16,16,16,16.0,120,120,120.0,1,1,1.0,0,0,0.0,16,16,16.0,16,16,16.0,1.0,1.0,1.0,2,2,2.0,0,1,0.02
DA-TB,dualize topdown bfs,11,0.0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,1,1.0,0.0,0.0,0.0,1,1,1.0,0,13,0.025
DA-TB,dualize topdown bfs,11,0.1,0.9,0,8,0.2585,0,79,2.633,0,4,0.141,0,40,1.3965,0,8,0.2585,1,29,2.5615,0.0,0.3333333333333333,0.0153,1,4,1.132,0,10,0.065
DA-TB,dualize topdown bfs,11,0.2,0.8,0,19,0.968,0,172,9.3445,0,7,0.4315,0,60,3.981,0,19,0.968,1,59,4.913,0.0,0.46153846153846156,0.0451,1,4,1.352,0,190,0.251
DA-TB,dualize topdown bfs,11,0.3,0.7,0,32,2.3015,0,232,20.933,0,10,0.805,0,85,6.755,0,32,2.3015,1,68,7.698,0.0,0.7142857142857143,0.0883,1,6,1.5875,0,6,0.108
DA-TB,dualize topdown bfs,11,0.4,0.6,0,43,5.325,0,331,46.036,0,14,1.633,0,111,12.6055,0,43,5.325,1,85,13.287,0.0,0.7142857142857143,0.1632,1,6,2.062,0,37,0.287
DA-TB,dualize topdown bfs,11,0.5,0.5,0,80,10.5665,0,551,86.0125,0,24,2.862,0,156,19.921,0,80,10.5665,1,136,21.0535,0.0,0.9166666666666666,0.258,1,7,2.632,0,5,0.219
DA-TB,dualize topdown bfs,11,0.6,0.4,0,99,18.401,0,717,139.256,0,30,4.468,0,202,27.3585,0,99,18.401,1,155,30.4995,0.0,1.0,0.3589,1,7,3.2725,0,7,0.359
DA-TB,dualize topdown bfs,11,0.7,0.30000000000000004,0,129,29.2365,0,853,202.7505,0,35,6.1575,0,177,31.4915,0,129,29.2365,1,174,41.6485,0.0,1.0,0.5005,1,8,4.0675,0,7,0.444
DA-TB,dualize topdown bfs,11,0.8,0.20000000000000007,0,162,38.108,0,1013,237.977,0,36,6.914,0,167,27.266,0,162,38.108,1,206,47.7035,0.0,1.0,0.6629,1,10,4.713,0,11,0.4875
DA-TB,dualize topdown bfs,11,0.9,0.10000000000000009,0,159,33.491,0,871,185.744,0,33,4.832,0,113,11.521,0,159,33.491,1,177,37.156,0.0,1.0,0.833,1,11,4.41,0,7,0.2175
DA-TB,dualize topdown bfs,11,1.0,1.1102230246251565E-16,12,12,12.0,66,66,66.0,1,1,1.0,0,0,0.0,12,12,12.0,12,12,12.0,1.0,1.0,1.0,2,2,2.0,0,1,0.0055
DA-TB,dualize topdown bfs,13,0.0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,1,1.0,0.0,0.0,0.0,1,1,1.0,0,0,0.0
DA-TB,dualize topdown bfs,13,0.1,0.9,0,6,0.28,0,72,3.42,0,4,0.16,0,48,1.91,0,6,0.28,1,28,2.9633,0.0,0.2222222222222222,0.0135,1,3,1.1467,0,1,0.01
DA-TB,dualize topdown bfs,13,0.2,0.8,0,16,1.2867,0,174,14.7267,0,5,0.5067,0,53,5.5167,0,16,1.2867,1,55,6.1533,0.0,0.3684210526315789,0.0504,1,4,1.4167,0,2,0.04
DA-TB,dualize topdown bfs,13,0.3,0.7,0,23,3.07,0,247,33.6833,0,9,1.0033,0,90,10.2433,0,23,3.07,1,65,10.5467,0.0,0.4473684210526316,0.0944,1,5,1.7167,0,2,0.0867
DA-TB,dualize topdown bfs,13,0.4,0.6,0,53,7.3333,0,526,76.6867,0,16,2.2433,0,158,21.4133,0,53,7.3333,1,95,18.5733,0.0,0.6666666666666666,0.1574,1,6,2.2033,0,3,0.2067
DA-TB,dualize topdown bfs,13,0.5,0.5,0,118,16.2,0,1073,158.7533,0,35,4.2733,0,274,36.7333,0,118,16.2,1,187,32.3367,0.0,0.6875,0.2578,1,7,2.9433,0,8,0.4633
DA-TB,dualize topdown bfs,13,0.6,0.4,0,170,29.97,0,1510,272.3767,0,51,7.2533,0,393,55.4467,0,170,29.97,1,278,49.57,0.0,0.8666666666666667,0.354,1,8,3.6633,0,27,1.11
DA-TB,dualize topdown bfs,13,0.7,0.30000000000000004,0,209,47.3367,0,1789,398.9533,0,54,9.94,0,384,65.8133,0,209,47.3367,1,291,68.2967,0.0,1.0,0.4725,1,9,4.4967,0,27,1.8933
DA-TB,dualize topdown bfs,13,0.8,0.20000000000000007,0,388,69.1567,0,2919,517.0133,0,86,12.5767,0,500,65.17,0,388,69.1567,1,488,86.4933,0.0,1.0,0.6473,1,11,5.4533,0,120,3.0
DA-TB,dualize topdown bfs,13,0.9,0.10000000000000009,0,261,59.1467,0,1813,382.2533,0,43,8.0433,0,187,24.47,0,261,59.1467,1,294,65.6,0.0,1.0,0.8433,1,12,5.5733,0,20,0.83
DA-TB,dualize topdown bfs,13,1.0,1.1102230246251565E-16,14,14,14.0,91,91,91.0,1,1,1.0,0,0,0.0,14,14,14.0,14,14,14.0,1.0,1.0,1.0,2,2,2.0,0,1,0.01
DA-TB,dualize topdown bfs,15,0.0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,1,1.0,0.0,0.0,0.0,1,1,1.0,0,0,0.0
DA-TB,dualize topdown bfs,15,0.1,0.9,0,9,0.33,0,123,4.59,0,5,0.17,0,66,2.3,0,9,0.33,1,39,3.21,0.0,0.23076923076923078,0.0114,1,4,1.13,0,1,0.01
DA-TB,dualize topdown bfs,15,0.2,0.8,0,14,1.26,0,176,16.82,0,5,0.48,0,65,6.17,0,14,1.26,1,53,6.91,0.0,0.3333333333333333,0.0435,1,4,1.39,0,2,0.09
DA-TB,dualize topdown bfs,15,0.3,0.7,0,40,5.31,0,479,66.97,0,13,1.79,0,152,21.34,0,40,5.31,1,100,16.95,0.0,0.40816326530612246,0.104,1,5,1.92,0,5,0.3
DA-TB,dualize topdown bfs,15,0.4,0.6,0,53,9.44,0,659,115.94,0,20,2.9,0,233,32.85,0,53,9.44,1,139,24.63,0.0,0.49382716049382713,0.1471,1,5,2.29,0,7,0.54
DA-TB,dualize topdown bfs,15,0.5,0.5,0,97,20.93,0,1129,240.39,0,26,5.36,0,273,55.04,0,97,20.93,1,180,42.61,0.0,0.576271186440678,0.2252,1,7,2.88,0,11,1.11
DA-TB,dualize topdown bfs,15,0.6,0.4,0,215,50.47,0,2126,540.82,0,51,12.5,0,478,116.64,0,215,50.47,1,320,83.94,0.0,0.6736842105263158,0.3351,1,9,3.95,0,32,4.25
DA-TB,dualize topdown bfs,15,0.7,0.30000000000000004,0,390,95.99,0,3620,938.88,0,86,20.96,0,645,169.29,0,390,95.99,1,531,137.45,0.0,0.8064516129032258,0.4602,1,9,5.17,0,99,10.67
DA-TB,dualize topdown bfs,15,0.8,0.20000000000000007,0,473,117.56,0,4168,1015.8,0,98,21.22,0,683,134.46,0,473,117.56,1,593,146.84,0.0,1.0,0.6102,1,11,6.15,0,169,11.8
DA-TB,dualize topdown bfs,15,0.9,0.10000000000000009,0,416,98.81,0,3166,738.73,0,63,12.9,0,296,50.04,0,416,98.81,1,467,109.89,0.0,1.0,0.8574,1,13,6.41,0,67,4.24
DA-TB,dualize topdown bfs,15,1.0,1.1102230246251565E-16,16,16,16.0,120,120,120.0,1,1,1.0,0,0,0.0,16,16,16.0,16,16,16.0,1.0,1.0,1.0,2,2,2.0,0,1,0.03
DA-BD,dualize bottomup dfs,11,0.0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,12,12,12.0,0.0,0.0,0.0,2,2,2.0,0,17,0.076
DA-BD,dualize bottomup dfs,11,0.1,0.9,0,22,3.4295,0,168,19.376,0,16,2.327,0,118,11.2015,0,22,3.4295,1,152,35.336,0.0,1.0,0.1544,1,34,5.8945,0,93,0.9755
DA-BD,dualize bottomup dfs,11,0.2,0.8,0,47,10.2955,0,271,53.8895,0,34,6.682,0,181,29.727,0,47,10.2955,1,213,51.6075,0.0,1.0,0.3365,1,46,9.4785,0,92,1.944
DA-BD,dualize bottomup dfs,11,0.3,0.7,0,73,15.561,0,386,72.1335,0,42,9.7785,0,211,37.7115,0,73,15.561,1,224,51.4665,0.0,1.0,0.4994,1,45,9.741,0,140,3.101
DA-BD,dualize bottomup dfs,11,0.4,0.6,0,84,16.516,0,428,66.073,0,53,10.239,0,242,32.9875,0,84,16.516,1,204,41.3745,0.0,1.0,0.6347,1,44,7.819,0,76,2.114
DA-BD,dualize bottomup dfs,11,0.5,0.5,1,97,13.1005,0,394,43.4285,1,57,7.9595,0,198,19.936,1,97,13.1005,1,183,26.015,0.13043478260869565,1.0,0.7614,1,36,4.822,0,37,0.6635
DA-BD,dualize bottomup dfs,11,0.6,0.4,1,85,10.3675,0,337,28.275,1,50,6.357,0,172,12.553,1,85,10.3675,1,152,17.2095,0.15384615384615385,1.0,0.8426,1,25,3.244,0,17,0.2385
DA-BD,dualize bottomup dfs,11,0.7,0.30000000000000004,1,66,6.4785,0,209,13.732,1,41,4.141,0,107,5.8755,1,66,6.4785,1,92,9.225,0.44,1.0,0.9153,1,14,1.9845,0,4,0.0515
DA-BD,dualize bottomup dfs,11,0.8,0.20000000000000007,1,54,4.5065,0,156,7.1675,1,33,3.04,0,84,3.0485,1,54,4.5065,1,77,5.648,0.4666666666666667,1.0,0.9543,1,12,1.4665,0,2,0.017
DA-BD,dualize bottomup dfs,11,0.9,0.10000000000000009,1,35,2.448,0,79,2.2245,1,19,2.009,0,35,1.2045,1,35,2.448,1,46,2.7095,0.7142857142857143,1.0,0.9856,1,7,1.1465,0,1,0.0035
DA-BD,dualize bottomup dfs,11,1.0,1.1102230246251565E-16,1,1,1.0,0,0,0.0,1,1,1.0,0,0,0.0,1,1,1.0,1,1,1.0,1.0,1.0,1.0,1,1,1.0,0,2,0.001
DA-BD,dualize bottomup dfs,13,0.0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,14,14,14.0,0.0,0.0,0.0,2,2,2.0,0,1,0.0167
DA-BD,dualize bottomup dfs,13,0.1,0.9,0,26,6.31,0,226,44.1267,0,17,4.17,0,140,25.2233,0,26,6.31,1,202,63.2467,0.0,1.0,0.196,1,38,9.62,0,61,2.9867
DA-BD,dualize bottomup dfs,13,0.2,0.8,0,102,20.54,0,727,130.8333,0,72,13.1733,0,477,73.0,0,102,20.54,1,477,102.0867,0.0,1.0,0.3494,1,99,18.05,0,3467,45.6167
DA-BD,dualize bottomup dfs,13,0.3,0.7,0,169,29.1933,0,1026,160.0767,0,102,18.1933,0,550,85.57,0,169,29.1933,1,492,97.7133,0.0,1.0,0.5092,1,103,17.9367,0,3369,86.6267
DA-BD,dualize bottomup dfs,13,0.4,0.6,0,179,30.8733,0,970,145.34,0,103,18.96,0,497,74.3233,0,179,30.8733,1,423,77.8267,0.0,1.0,0.6485,1,86,14.25,0,1694,40.6133
DA-BD,dualize bottomup dfs,13,0.5,0.5,1,169,26.41,0,913,103.24,1,110,15.9067,0,537,49.9233,1,169,26.41,1,392,52.83,0.36363636363636365,1.0,0.7444,1,82,9.1033,0,1434,14.2533
DA-BD,dualize bottomup dfs,13,0.6,0.4,1,164,18.2233,0,638,58.3067,1,93,10.7533,0,302,25.87,1,164,18.2233,1,268,30.5467,0.3125,1.0,0.8292,1,42,5.0433,0,145,2.1967
DA-BD,dualize bottomup dfs,13,0.7,0.30000000000000004,1,85,11.78,0,265,29.3433,1,47,7.1867,0,119,12.5367,1,85,11.78,1,114,16.9167,0.5542168674698795,1.0,0.8916,1,19,2.8133,0,15,0.3033
DA-BD,dualize bottomup dfs,13,0.8,0.20000000000000007,1,51,5.3833,0,145,9.3133,1,29,3.5767,0,55,3.89,1,51,5.3833,1,64,6.6267,0.6071428571428571,1.0,0.9594,1,8,1.4967,0,1,0.0267
DA-BD,dualize bottomup dfs,13,0.9,0.10000000000000009,1,30,2.8067,0,65,2.8267,1,14,2.14,0,21,1.3433,1,30,2.8067,1,39,3.1167,0.75,1.0,0.986,1,4,1.1467,0,1,0.0033
DA-BD,dualize bottomup dfs,13,1.0,1.1102230246251565E-16,1,1,1.0,0,0,0.0,1,1,1.0,0,0,0.0,1,1,1.0,1,1,1.0,1.0,1.0,1.0,1,1,1.0,0,2,0.0067
DA-BD,dualize bottomup dfs,15,0.0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,16,16,16.0,0.0,0.0,0.0,2,2,2.0,0,1,0.01
DA-BD,dualize bottomup dfs,15,0.1,0.9,0,48,12.26,0,422,100.82,0,35,7.99,0,282,57.5,0,48,12.26,1,366,123.7,0.0,1.0,0.1583,1,61,17.39,0,439,29.23
DA-BD,dualize bottomup dfs,15,0.2,0.8,1,157,49.26,0,1246,375.12,1,99,31.87,0,732,219.3,1,157,49.26,1,708,248.13,0.0625,1.0,0.3506,1,139,43.18,0,21855,1425.47
DA-BD,dualize bottomup dfs,15,0.3,0.7,0,234,76.2,0,1750,496.16,0,157,48.32,0,1082,281.01,0,234,76.2,1,789,255.9,0.0,1.0,0.4595,1,160,47.53,0,32955,2478.83
DA-BD,dualize bottomup dfs,15,0.4,0.6,1,266,54.75,0,1684,284.68,1,172,33.61,0,984,150.78,1,266,54.75,1,681,134.79,0.2807017543859649,1.0,0.6846,1,129,24.6,0,9494,585.06
DA-BD,dualize bottomup dfs,15,0.5,0.5,1,221,38.26,0,1136,167.09,1,124,22.77,0,571,81.17,1,221,38.26,1,451,76.46,0.4380165289256198,1.0,0.7935,1,76,12.66,0,1367,71.63
DA-BD,dualize bottomup dfs,15,0.6,0.4,1,131,25.29,0,529,88.41,1,78,14.9,0,267,39.8,1,131,25.29,1,233,41.79,0.43333333333333335,1.0,0.844,1,36,6.36,0,144,7.68
DA-BD,dualize bottomup dfs,15,0.7,0.30000000000000004,1,232,14.17,0,874,39.73,1,133,8.0,0,414,15.79,1,232,14.17,1,344,20.0,0.5652173913043478,1.0,0.9201,1,45,2.98,0,263,2.9
DA-BD,dualize bottomup dfs,15,0.8,0.20000000000000007,1,64,9.68,0,178,20.34,1,37,5.61,0,74,7.54,1,64,9.68,1,82,12.16,0.6521739130434783,1.0,0.9447,1,12,1.99,0,0,0.0
DA-BD,dualize bottomup dfs,15,0.9,0.10000000000000009,1,39,3.38,0,88,4.18,1,22,2.45,0,36,1.86,1,39,3.38,1,47,3.74,0.8260869565217391,1.0,0.9884,1,4,1.16,0,0,0.0
DA-BD,dualize bottomup dfs,15,1.0,1.1102230246251565E-16,1,1,1.0,0,0,0.0,1,1,1.0,0,0,0.0,1,1,1.0,1,1,1.0,1.0,1.0,1.0,1,1,1.0,0,0,0.0
DA-BB,dualize bottomup bfs,11,0.0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,12,12,12.0,0.0,0.0,0.0,2,2,2.0,0,26,0.0705
DA-BB,dualize bottomup bfs,11,0.1,0.9,0,25,3.8535,0,150,20.7835,0,16,2.573,0,88,11.383,0,25,3.8535,1,168,37.896,0.0,1.0,0.1727,1,11,4.65,0,111,0.7305
